file,agent_type,reassurance_type,reassurance_delivery_style,sequence,turn_index,confidence,accuracy,toc_turn,condition
2026-05-27T08-15-37__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep1.json,jtc,calibrated,warm_supportive,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-15-37__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep1.json,jtc,calibrated,warm_supportive,sequence_1,2,68.0,1,3,jtc / calibrated
2026-05-27T08-15-37__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep1.json,jtc,calibrated,warm_supportive,sequence_1,3,86.0,1,3,jtc / calibrated
2026-05-27T08-45-17__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep5.json,nonjtc,calibrated,process_focused,sequence_1,1,18.0,1,4,nonjtc / calibrated
2026-05-27T08-45-17__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep5.json,nonjtc,calibrated,process_focused,sequence_1,2,24.0,1,4,nonjtc / calibrated
2026-05-27T08-45-17__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep5.json,nonjtc,calibrated,process_focused,sequence_1,3,58.0,1,4,nonjtc / calibrated
2026-05-27T08-45-17__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep5.json,nonjtc,calibrated,process_focused,sequence_1,4,83.0,1,4,nonjtc / calibrated
2026-05-27T10-03-19__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep10.json,nonjtc,miscalibrated,confidence_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T10-03-19__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep10.json,nonjtc,miscalibrated,confidence_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T10-03-19__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep10.json,nonjtc,miscalibrated,confidence_focused,sequence_2,3,61.0,1,4,nonjtc / miscalibrated
2026-05-27T10-03-19__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep10.json,nonjtc,miscalibrated,confidence_focused,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-43-52__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep9.json,nonjtc,calibrated,warm_supportive,sequence_2,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-43-52__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep9.json,nonjtc,calibrated,warm_supportive,sequence_2,2,24.0,1,5,nonjtc / calibrated
2026-05-27T08-43-52__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep9.json,nonjtc,calibrated,warm_supportive,sequence_2,3,58.0,1,5,nonjtc / calibrated
2026-05-27T08-43-52__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep9.json,nonjtc,calibrated,warm_supportive,sequence_2,4,76.0,1,5,nonjtc / calibrated
2026-05-27T08-43-52__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep9.json,nonjtc,calibrated,warm_supportive,sequence_2,5,86.0,1,5,nonjtc / calibrated
2026-05-27T08-16-24__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep7.json,jtc,calibrated,warm_supportive,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-16-24__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep7.json,jtc,calibrated,warm_supportive,sequence_1,2,72.0,1,3,jtc / calibrated
2026-05-27T08-16-24__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep7.json,jtc,calibrated,warm_supportive,sequence_1,3,86.0,1,3,jtc / calibrated
2026-05-27T08-24-06__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep1.json,jtc,miscalibrated,brief_naturalistic,sequence_1,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-24-06__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep1.json,jtc,miscalibrated,brief_naturalistic,sequence_1,2,72.0,1,3,jtc / miscalibrated
2026-05-27T08-24-06__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep1.json,jtc,miscalibrated,brief_naturalistic,sequence_1,3,88.0,1,3,jtc / miscalibrated
2026-05-27T08-33-22__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep10.json,jtc,miscalibrated,confidence_focused,sequence_1,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-33-22__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep10.json,jtc,miscalibrated,confidence_focused,sequence_1,2,74.0,1,3,jtc / miscalibrated
2026-05-27T08-33-22__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep10.json,jtc,miscalibrated,confidence_focused,sequence_1,3,91.0,1,3,jtc / miscalibrated
2026-05-27T08-19-55__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep2.json,jtc,calibrated,process_focused,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-19-55__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep2.json,jtc,calibrated,process_focused,sequence_2,2,64.0,1,3,jtc / calibrated
2026-05-27T08-19-55__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep2.json,jtc,calibrated,process_focused,sequence_2,3,82.0,1,3,jtc / calibrated
2026-05-27T08-18-01__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep9.json,jtc,calibrated,warm_supportive,sequence_2,1,62.0,0,1,jtc / calibrated
2026-05-27T08-39-17__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep9.json,nonjtc,calibrated,brief_naturalistic,sequence_2,1,18.0,1,6,nonjtc / calibrated
2026-05-27T08-39-17__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep9.json,nonjtc,calibrated,brief_naturalistic,sequence_2,2,22.0,1,6,nonjtc / calibrated
2026-05-27T08-39-17__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep9.json,nonjtc,calibrated,brief_naturalistic,sequence_2,3,38.0,1,6,nonjtc / calibrated
2026-05-27T08-39-17__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep9.json,nonjtc,calibrated,brief_naturalistic,sequence_2,4,58.0,1,6,nonjtc / calibrated
2026-05-27T08-39-17__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep9.json,nonjtc,calibrated,brief_naturalistic,sequence_2,5,74.0,1,6,nonjtc / calibrated
2026-05-27T08-39-17__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_2__rep9.json,nonjtc,calibrated,brief_naturalistic,sequence_2,6,86.0,1,6,nonjtc / calibrated
2026-05-27T08-30-59__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep3.json,jtc,miscalibrated,process_focused,sequence_2,1,58.0,0,2,jtc / miscalibrated
2026-05-27T08-30-59__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep3.json,jtc,miscalibrated,process_focused,sequence_2,2,82.0,0,2,jtc / miscalibrated
2026-05-27T08-29-13__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_1__rep1.json,jtc,miscalibrated,process_focused,sequence_1,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-29-13__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_1__rep1.json,jtc,miscalibrated,process_focused,sequence_1,2,72.0,1,3,jtc / miscalibrated
2026-05-27T08-29-13__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_1__rep1.json,jtc,miscalibrated,process_focused,sequence_1,3,86.0,1,3,jtc / miscalibrated
2026-05-27T08-32-14__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep2.json,jtc,miscalibrated,confidence_focused,sequence_1,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-32-14__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep2.json,jtc,miscalibrated,confidence_focused,sequence_1,2,72.0,1,3,jtc / miscalibrated
2026-05-27T08-32-14__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep2.json,jtc,miscalibrated,confidence_focused,sequence_1,3,91.0,1,3,jtc / miscalibrated
2026-05-27T08-31-23__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep6.json,jtc,miscalibrated,process_focused,sequence_2,1,58.0,0,3,jtc / miscalibrated
2026-05-27T08-31-23__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep6.json,jtc,miscalibrated,process_focused,sequence_2,2,76.0,0,3,jtc / miscalibrated
2026-05-27T08-31-23__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep6.json,jtc,miscalibrated,process_focused,sequence_2,3,84.0,0,3,jtc / miscalibrated
2026-05-27T08-12-37__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep1.json,jtc,calibrated,brief_naturalistic,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-12-37__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep1.json,jtc,calibrated,brief_naturalistic,sequence_1,2,52.0,1,3,jtc / calibrated
2026-05-27T08-12-37__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep1.json,jtc,calibrated,brief_naturalistic,sequence_1,3,81.0,1,3,jtc / calibrated
2026-05-27T08-42-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep3.json,nonjtc,calibrated,warm_supportive,sequence_2,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-42-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep3.json,nonjtc,calibrated,warm_supportive,sequence_2,2,24.0,1,5,nonjtc / calibrated
2026-05-27T08-42-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep3.json,nonjtc,calibrated,warm_supportive,sequence_2,3,58.0,1,5,nonjtc / calibrated
2026-05-27T08-42-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep3.json,nonjtc,calibrated,warm_supportive,sequence_2,4,76.0,1,5,nonjtc / calibrated
2026-05-27T08-42-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep3.json,nonjtc,calibrated,warm_supportive,sequence_2,5,86.0,1,5,nonjtc / calibrated
2026-05-27T08-24-37__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep5.json,jtc,miscalibrated,brief_naturalistic,sequence_1,1,58.0,1,2,jtc / miscalibrated
2026-05-27T08-24-37__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep5.json,jtc,miscalibrated,brief_naturalistic,sequence_1,2,82.0,1,2,jtc / miscalibrated
2026-05-27T08-52-21__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep3.json,nonjtc,calibrated,confidence_focused,sequence_2,1,18.0,1,6,nonjtc / calibrated
2026-05-27T08-52-21__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep3.json,nonjtc,calibrated,confidence_focused,sequence_2,2,24.0,1,6,nonjtc / calibrated
2026-05-27T08-52-21__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep3.json,nonjtc,calibrated,confidence_focused,sequence_2,3,41.0,1,6,nonjtc / calibrated
2026-05-27T08-52-21__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep3.json,nonjtc,calibrated,confidence_focused,sequence_2,4,63.0,1,6,nonjtc / calibrated
2026-05-27T08-52-21__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep3.json,nonjtc,calibrated,confidence_focused,sequence_2,5,79.0,1,6,nonjtc / calibrated
2026-05-27T08-52-21__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep3.json,nonjtc,calibrated,confidence_focused,sequence_2,6,87.0,1,6,nonjtc / calibrated
2026-05-27T09-05-47__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep3.json,nonjtc,miscalibrated,process_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-47__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep3.json,nonjtc,miscalibrated,process_focused,sequence_2,2,32.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-47__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep3.json,nonjtc,miscalibrated,process_focused,sequence_2,3,61.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-47__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep3.json,nonjtc,miscalibrated,process_focused,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-19-48__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep1.json,jtc,calibrated,process_focused,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-19-48__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep1.json,jtc,calibrated,process_focused,sequence_2,2,68.0,1,3,jtc / calibrated
2026-05-27T08-19-48__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep1.json,jtc,calibrated,process_focused,sequence_2,3,82.0,1,3,jtc / calibrated
2026-05-27T10-01-46__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep4.json,nonjtc,miscalibrated,confidence_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-46__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep4.json,nonjtc,miscalibrated,confidence_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-46__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep4.json,nonjtc,miscalibrated,confidence_focused,sequence_2,3,62.0,1,4,nonjtc / miscalibrated
2026-05-27T10-01-46__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep4.json,nonjtc,miscalibrated,confidence_focused,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-34-18__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep7.json,jtc,miscalibrated,confidence_focused,sequence_2,1,58.0,0,2,jtc / miscalibrated
2026-05-27T08-34-18__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep7.json,jtc,miscalibrated,confidence_focused,sequence_2,2,72.0,0,2,jtc / miscalibrated
2026-05-27T08-30-54__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep2.json,jtc,miscalibrated,process_focused,sequence_2,1,58.0,0,3,jtc / miscalibrated
2026-05-27T08-30-54__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep2.json,jtc,miscalibrated,process_focused,sequence_2,2,76.0,0,3,jtc / miscalibrated
2026-05-27T08-30-54__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep2.json,jtc,miscalibrated,process_focused,sequence_2,3,84.0,0,3,jtc / miscalibrated
2026-05-27T08-15-53__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep3.json,jtc,calibrated,warm_supportive,sequence_1,1,62.0,1,3,jtc / calibrated
2026-05-27T08-15-53__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep3.json,jtc,calibrated,warm_supportive,sequence_1,2,74.0,1,3,jtc / calibrated
2026-05-27T08-15-53__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep3.json,jtc,calibrated,warm_supportive,sequence_1,3,88.0,1,3,jtc / calibrated
2026-05-27T08-24-55__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep7.json,jtc,miscalibrated,brief_naturalistic,sequence_1,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-24-55__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep7.json,jtc,miscalibrated,brief_naturalistic,sequence_1,2,76.0,1,3,jtc / miscalibrated
2026-05-27T08-24-55__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep7.json,jtc,miscalibrated,brief_naturalistic,sequence_1,3,89.0,1,3,jtc / miscalibrated
2026-05-27T09-05-25__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep1.json,nonjtc,miscalibrated,process_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-25__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep1.json,nonjtc,miscalibrated,process_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-25__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep1.json,nonjtc,miscalibrated,process_focused,sequence_2,3,63.0,1,4,nonjtc / miscalibrated
2026-05-27T09-05-25__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep1.json,nonjtc,miscalibrated,process_focused,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T09-07-12__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep10.json,nonjtc,miscalibrated,process_focused,sequence_2,1,18.0,1,4,nonjtc / miscalibrated
2026-05-27T09-07-12__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep10.json,nonjtc,miscalibrated,process_focused,sequence_2,2,28.0,1,4,nonjtc / miscalibrated
2026-05-27T09-07-12__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep10.json,nonjtc,miscalibrated,process_focused,sequence_2,3,63.0,1,4,nonjtc / miscalibrated
2026-05-27T09-07-12__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep10.json,nonjtc,miscalibrated,process_focused,sequence_2,4,84.0,1,4,nonjtc / miscalibrated
2026-05-27T08-49-46__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep3.json,nonjtc,calibrated,confidence_focused,sequence_1,1,18.0,1,5,nonjtc / calibrated
2026-05-27T08-49-46__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep3.json,nonjtc,calibrated,confidence_focused,sequence_1,2,28.0,1,5,nonjtc / calibrated
2026-05-27T08-49-46__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep3.json,nonjtc,calibrated,confidence_focused,sequence_1,3,42.0,1,5,nonjtc / calibrated
2026-05-27T08-49-46__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep3.json,nonjtc,calibrated,confidence_focused,sequence_1,4,72.0,1,5,nonjtc / calibrated
2026-05-27T08-49-46__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep3.json,nonjtc,calibrated,confidence_focused,sequence_1,5,86.0,1,5,nonjtc / calibrated
2026-05-27T08-50-41__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep7.json,nonjtc,calibrated,confidence_focused,sequence_1,1,18.0,1,4,nonjtc / calibrated
2026-05-27T08-50-41__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep7.json,nonjtc,calibrated,confidence_focused,sequence_1,2,24.0,1,4,nonjtc / calibrated
2026-05-27T08-50-41__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep7.json,nonjtc,calibrated,confidence_focused,sequence_1,3,58.0,1,4,nonjtc / calibrated
2026-05-27T08-50-41__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep7.json,nonjtc,calibrated,confidence_focused,sequence_1,4,82.0,1,4,nonjtc / calibrated
2026-05-27T08-46-43__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep1.json,nonjtc,calibrated,process_focused,sequence_2,1,18.0,1,6,nonjtc / calibrated
2026-05-27T08-46-43__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep1.json,nonjtc,calibrated,process_focused,sequence_2,2,24.0,1,6,nonjtc / calibrated
2026-05-27T08-46-43__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep1.json,nonjtc,calibrated,process_focused,sequence_2,3,41.0,1,6,nonjtc / calibrated
2026-05-27T08-46-43__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep1.json,nonjtc,calibrated,process_focused,sequence_2,4,63.0,1,6,nonjtc / calibrated
2026-05-27T08-46-43__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep1.json,nonjtc,calibrated,process_focused,sequence_2,5,74.0,1,6,nonjtc / calibrated
2026-05-27T08-46-43__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep1.json,nonjtc,calibrated,process_focused,sequence_2,6,86.0,1,6,nonjtc / calibrated
2026-05-27T10-02-48__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_2,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-48__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_2,2,28.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-48__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_2,3,58.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-48__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_2,4,76.0,1,5,nonjtc / miscalibrated
2026-05-27T10-02-48__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep8.json,nonjtc,miscalibrated,confidence_focused,sequence_2,5,86.0,1,5,nonjtc / miscalibrated
2026-05-27T08-25-28__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep2.json,jtc,miscalibrated,brief_naturalistic,sequence_2,1,58.0,0,2,jtc / miscalibrated
2026-05-27T08-25-28__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep2.json,jtc,miscalibrated,brief_naturalistic,sequence_2,2,82.0,0,2,jtc / miscalibrated
2026-05-27T08-20-28__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep6.json,jtc,calibrated,process_focused,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-20-28__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep6.json,jtc,calibrated,process_focused,sequence_2,2,64.0,1,3,jtc / calibrated
2026-05-27T08-20-28__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep6.json,jtc,calibrated,process_focused,sequence_2,3,83.0,1,3,jtc / calibrated
2026-05-27T08-31-07__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep4.json,jtc,miscalibrated,process_focused,sequence_2,1,58.0,1,3,jtc / miscalibrated
2026-05-27T08-31-07__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep4.json,jtc,miscalibrated,process_focused,sequence_2,2,76.0,1,3,jtc / miscalibrated
2026-05-27T08-31-07__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep4.json,jtc,miscalibrated,process_focused,sequence_2,3,84.0,1,3,jtc / miscalibrated
2026-05-27T08-15-21__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep9.json,jtc,calibrated,brief_naturalistic,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-15-21__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep9.json,jtc,calibrated,brief_naturalistic,sequence_2,2,62.0,1,3,jtc / calibrated
2026-05-27T08-15-21__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep9.json,jtc,calibrated,brief_naturalistic,sequence_2,3,84.0,1,3,jtc / calibrated
2026-05-27T08-23-05__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep4.json,jtc,calibrated,confidence_focused,sequence_2,1,58.0,1,3,jtc / calibrated
2026-05-27T08-23-05__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep4.json,jtc,calibrated,confidence_focused,sequence_2,2,68.0,1,3,jtc / calibrated
2026-05-27T08-23-05__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep4.json,jtc,calibrated,confidence_focused,sequence_2,3,84.0,1,3,jtc / calibrated
2026-05-27T08-17-14__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep3.json,jtc,calibrated,warm_supportive,sequence_2,1,58.0,0,3,jtc / calibrated
2026-05-27T08-17-14__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep3.json,jtc,calibrated,warm_supportive,sequence_2,2,64.0,0,3,jtc / calibrated
2026-05-27T08-17-14__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep3.json,jtc,calibrated,warm_supportive,sequence_2,3,82.0,0,3,jtc / calibrated
2026-05-27T08-58-43__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_1,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T08-58-43__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_1,2,24.0,1,5,nonjtc / miscalibrated
2026-05-27T08-58-43__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_1,3,38.0,1,5,nonjtc / miscalibrated
2026-05-27T08-58-43__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_1,4,67.0,1,5,nonjtc / miscalibrated
2026-05-27T08-58-43__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep1.json,nonjtc,miscalibrated,warm_supportive,sequence_1,5,84.0,1,5,nonjtc / miscalibrated
2026-05-27T08-16-40__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep9.json,jtc,calibrated,warm_supportive,sequence_1,1,58.0,1,3,jtc / calibrated
2026-05-27T08-16-40__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep9.json,jtc,calibrated,warm_supportive,sequence_1,2,67.0,1,3,jtc / calibrated
2026-05-27T08-16-40__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep9.json,jtc,calibrated,warm_supportive,sequence_1,3,85.0,1,3,jtc / calibrated
2026-05-27T08-59-27__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep4.json,nonjtc,miscalibrated,warm_supportive,sequence_1,1,18.0,1,5,nonjtc / miscalibrated
2026-05-27T08-59-27__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep4.json,nonjtc,miscalibrated,warm_supportive,sequence_1,2,24.0,1,5,nonjtc / miscalibrated
2026-05-27T08-59-27__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep4.json,nonjtc,miscalibrated,warm_supportive,sequence_1,3,38.0,1,5,nonjtc / miscalibrated
2026-05-27T08-59-27__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep4.json,nonjtc,miscalibrated,warm_supportive,sequence_1,4,68.0,1,5,nonjtc / miscalibrated
